locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFDHAJOI_04005	CDS	633	rhtC_2		COG1280	Threonine efflux protein
HFDHAJOI_04006	CDS	1056	hisC_4	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
HFDHAJOI_04007	CDS	915		2.5.1.10		Farnesyl diphosphate synthase
HFDHAJOI_04008	CDS	741	mtgA_4	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
HFDHAJOI_04009	CDS	648				hypothetical protein
HFDHAJOI_04010	CDS	186	rpmF		COG0333	50S ribosomal protein L32
HFDHAJOI_04011	CDS	396				hypothetical protein
HFDHAJOI_04012	CDS	579				hypothetical protein
HFDHAJOI_04013	CDS	1182	phaA	2.3.1.9		Acetyl-CoA acetyltransferase
HFDHAJOI_04014	CDS	726	phaB	1.1.1.36		Acetoacetyl-CoA reductase
HFDHAJOI_04015	CDS	255				hypothetical protein
HFDHAJOI_04016	CDS	1068	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HFDHAJOI_04017	CDS	3066				hypothetical protein
HFDHAJOI_04018	CDS	411	hslR		COG1188	Heat shock protein 15
HFDHAJOI_04019	CDS	339	fdxA		COG1146	Ferredoxin-2
HFDHAJOI_04020	CDS	576	carD		COG1329	RNA polymerase-binding transcription factor CarD
HFDHAJOI_04021	CDS	738	ybhL_2		COG0670	Inner membrane protein YbhL
HFDHAJOI_04022	CDS	2547				hypothetical protein
HFDHAJOI_04023	CDS	714			COG1136	putative ABC transporter ATP-binding protein
HFDHAJOI_04024	CDS	648		3.1.1.2		Arylesterase
HFDHAJOI_04025	CDS	594	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
HFDHAJOI_04026	CDS	459	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
HFDHAJOI_04027	CDS	303	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
HFDHAJOI_04028	CDS	381				hypothetical protein
HFDHAJOI_04029	CDS	558				hypothetical protein
HFDHAJOI_04030	CDS	1239	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
HFDHAJOI_04031	CDS	642	rhtB_7		COG1280	Homoserine/homoserine lactone efflux protein
HFDHAJOI_04032	CDS	864	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
HFDHAJOI_04033	CDS	1224	argG	6.3.4.5	COG0137	Argininosuccinate synthase
HFDHAJOI_04034	CDS	1191	ydhC			Inner membrane transport protein YdhC
HFDHAJOI_04035	CDS	435				hypothetical protein
HFDHAJOI_04036	CDS	2064	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
HFDHAJOI_04037	CDS	1821	typA		COG1217	GTP-binding protein TypA/BipA
HFDHAJOI_04038	CDS	507				hypothetical protein
HFDHAJOI_04039	CDS	627				hypothetical protein
HFDHAJOI_04040	CDS	537	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
HFDHAJOI_04041	CDS	315				hypothetical protein
HFDHAJOI_04042	CDS	291				hypothetical protein
HFDHAJOI_04043	CDS	1248	entS_2		COG0477	Enterobactin exporter EntS
HFDHAJOI_04044	CDS	735				hypothetical protein
HFDHAJOI_04045	CDS	480				hypothetical protein
HFDHAJOI_04046	CDS	1665				hypothetical protein
HFDHAJOI_04047	CDS	1269				hypothetical protein
HFDHAJOI_04048	CDS	714				hypothetical protein
HFDHAJOI_04049	CDS	930	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
HFDHAJOI_04050	CDS	1095	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
HFDHAJOI_04051	CDS	990	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HFDHAJOI_04052	CDS	294	yciI		COG2350	Protein YciI
HFDHAJOI_04053	CDS	432				hypothetical protein
HFDHAJOI_04054	CDS	645				hypothetical protein
HFDHAJOI_04055	CDS	348				hypothetical protein
HFDHAJOI_04056	CDS	396	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
HFDHAJOI_04057	CDS	381				hypothetical protein
HFDHAJOI_04058	CDS	1845	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
HFDHAJOI_04059	CDS	780	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
HFDHAJOI_04060	CDS	528				hypothetical protein
HFDHAJOI_04061	CDS	1176	zapE		COG1485	Cell division protein ZapE
HFDHAJOI_04062	CDS	963	mdh_2	1.1.1.37		Malate dehydrogenase
HFDHAJOI_04063	CDS	1194	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
HFDHAJOI_04064	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
HFDHAJOI_04065	CDS	2997	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
HFDHAJOI_04066	CDS	1230	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
HFDHAJOI_04067	CDS	414				hypothetical protein
HFDHAJOI_04068	CDS	495				hypothetical protein
HFDHAJOI_04069	CDS	750	ygfF	1.-.-.-		putative oxidoreductase YgfF
HFDHAJOI_04070	CDS	1407	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
HFDHAJOI_04071	CDS	546				hypothetical protein
HFDHAJOI_04072	CDS	501				hypothetical protein
HFDHAJOI_04073	CDS	1092				hypothetical protein
HFDHAJOI_04074	CDS	924	xerC_4		COG4973	Tyrosine recombinase XerC
HFDHAJOI_04075	CDS	894				hypothetical protein
HFDHAJOI_04076	CDS	2214	priA	3.6.4.-	COG1198	Primosomal protein N'
HFDHAJOI_04077	CDS	384				hypothetical protein
HFDHAJOI_04078	CDS	567	atpH		COG0712	ATP synthase subunit delta
HFDHAJOI_04079	CDS	1530	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
HFDHAJOI_04080	CDS	879	atpG_2		COG0224	ATP synthase gamma chain
HFDHAJOI_04081	CDS	1464	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
HFDHAJOI_04082	CDS	408	atpC		COG0355	ATP synthase epsilon chain
HFDHAJOI_04083	CDS	1620	alkJ_4	1.1.99.-		Alcohol dehydrogenase [acceptor]
HFDHAJOI_04084	CDS	1218	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
HFDHAJOI_04085	CDS	1425	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
HFDHAJOI_04086	CDS	927	gcvA_10			Glycine cleavage system transcriptional activator
HFDHAJOI_04087	CDS	933	ldh	1.1.1.27		L-lactate dehydrogenase
HFDHAJOI_04088	CDS	366	bigR		COG0640	Biofilm growth-associated repressor
HFDHAJOI_04089	CDS	939	cynR_1			HTH-type transcriptional regulator CynR
HFDHAJOI_04090	CDS	480	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
HFDHAJOI_04091	CDS	1557	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
HFDHAJOI_04092	CDS	216				hypothetical protein
HFDHAJOI_04093	CDS	2883		1.17.1.9		Putative formate dehydrogenase
HFDHAJOI_04094	CDS	831	fdhD		COG1526	Sulfur carrier protein FdhD
HFDHAJOI_04095	CDS	345				hypothetical protein
HFDHAJOI_04096	CDS	846	ansA	3.5.1.1	COG0252	L-asparaginase 1
HFDHAJOI_04097	CDS	477	cheW_5		COG0835	Chemotaxis protein CheW
HFDHAJOI_04098	CDS	1785				hypothetical protein
HFDHAJOI_04099	CDS	936	arcA	3.5.3.1		Arginase
HFDHAJOI_04100	CDS	426				hypothetical protein
HFDHAJOI_04101	CDS	4164				hypothetical protein
HFDHAJOI_04102	CDS	1911	tamA		COG0729	Translocation and assembly module subunit TamA
HFDHAJOI_04103	CDS	264				hypothetical protein
HFDHAJOI_04104	CDS	489	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
HFDHAJOI_04105	CDS	2367	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
HFDHAJOI_04106	CDS	801	coxM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
HFDHAJOI_04107	CDS	1215	hemA_2	2.3.1.37	COG0156	5-aminolevulinate synthase
HFDHAJOI_04108	CDS	1119	estB	3.1.1.-	COG1680	Esterase EstB
HFDHAJOI_04109	CDS	1203	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
HFDHAJOI_04110	CDS	1848	actP_2	7.2.2.9		Copper-transporting P-type ATPase
HFDHAJOI_04111	CDS	744				hypothetical protein
HFDHAJOI_04112	CDS	501	yciF_2		COG3685	Protein YciF
HFDHAJOI_04113	CDS	1086				hypothetical protein
HFDHAJOI_04114	CDS	519	ecfG_4			ECF RNA polymerase sigma factor EcfG
HFDHAJOI_04115	CDS	264				hypothetical protein
HFDHAJOI_04116	CDS	381				hypothetical protein
HFDHAJOI_04117	CDS	189				hypothetical protein
HFDHAJOI_04118	CDS	228				hypothetical protein
HFDHAJOI_04119	tRNA	77				tRNA-Arg(cct)
HFDHAJOI_04120	CDS	1164	hipO_4	3.5.1.32	COG1473	Hippurate hydrolase
HFDHAJOI_04121	CDS	1113				hypothetical protein
HFDHAJOI_04122	CDS	1131	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
HFDHAJOI_04123	CDS	255	tusA		COG0425	Sulfur carrier protein TusA
HFDHAJOI_04124	CDS	1272				hypothetical protein
HFDHAJOI_04125	CDS	954	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
HFDHAJOI_04126	CDS	942	xerD			Tyrosine recombinase XerD
HFDHAJOI_04127	CDS	153				hypothetical protein
HFDHAJOI_04128	CDS	591	aroK	2.7.1.71	COG0703	Shikimate kinase 1
HFDHAJOI_04129	CDS	1125	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HFDHAJOI_04130	CDS	1311				hypothetical protein
HFDHAJOI_04131	CDS	282	bolA		COG0271	DNA-binding transcriptional regulator BolA
HFDHAJOI_04132	CDS	627	dnaJ_4			Chaperone protein DnaJ
HFDHAJOI_04133	CDS	993	cobS	6.6.1.2		Aerobic cobaltochelatase subunit CobS
HFDHAJOI_04134	CDS	1896	cobT	6.6.1.2		Aerobic cobaltochelatase subunit CobT
HFDHAJOI_04135	CDS	996				hypothetical protein
HFDHAJOI_04136	CDS	555				hypothetical protein
HFDHAJOI_04137	CDS	639	yhhQ		COG1738	Queuosine precursor transporter
HFDHAJOI_04138	CDS	291	rpmB		COG0227	50S ribosomal protein L28
HFDHAJOI_04139	CDS	762				hypothetical protein
HFDHAJOI_04140	CDS	879	yddG		COG0697	Aromatic amino acid exporter YddG
HFDHAJOI_04141	CDS	642				hypothetical protein
HFDHAJOI_04142	CDS	429				hypothetical protein
HFDHAJOI_04143	CDS	771	gloB_3	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
HFDHAJOI_04144	CDS	753				hypothetical protein
HFDHAJOI_04145	CDS	1104	hisC_5	2.6.1.9		Histidinol-phosphate aminotransferase
HFDHAJOI_04146	CDS	924	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
HFDHAJOI_04147	CDS	1011				hypothetical protein
HFDHAJOI_04148	CDS	534	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
HFDHAJOI_04149	CDS	786				hypothetical protein
HFDHAJOI_04150	CDS	717				hypothetical protein
HFDHAJOI_04151	CDS	1011				hypothetical protein
HFDHAJOI_04152	CDS	660	ftsE		COG2884	Cell division ATP-binding protein FtsE
HFDHAJOI_04153	CDS	651				hypothetical protein
HFDHAJOI_04154	CDS	543	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
HFDHAJOI_04155	CDS	360	cpdR_2			Response regulator receiver protein CpdR
HFDHAJOI_04156	CDS	2682				hypothetical protein
HFDHAJOI_04157	CDS	1269	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
HFDHAJOI_04158	CDS	189				hypothetical protein
HFDHAJOI_04159	CDS	1404	argH_1	4.3.2.1	COG0165	Argininosuccinate lyase
HFDHAJOI_04160	CDS	666	tlpA		COG0526	Thiol:disulfide interchange protein TlpA
HFDHAJOI_04161	CDS	1023	cysA_3	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
HFDHAJOI_04162	CDS	891	cysW		COG4208	Sulfate transport system permease protein CysW
HFDHAJOI_04163	CDS	822	cysT		COG0555	Sulfate transport system permease protein CysT
HFDHAJOI_04164	CDS	984	cysP		COG4150	Thiosulfate-binding protein
HFDHAJOI_04165	CDS	882	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
HFDHAJOI_04166	CDS	930	etfA		COG2025	Electron transfer flavoprotein subunit alpha
HFDHAJOI_04167	CDS	750	etfB			Electron transfer flavoprotein subunit beta
HFDHAJOI_04168	CDS	858				hypothetical protein
HFDHAJOI_04169	CDS	579		2.5.1.17	COG2096	Corrinoid adenosyltransferase
HFDHAJOI_04170	CDS	198				hypothetical protein
HFDHAJOI_04171	CDS	825				hypothetical protein
HFDHAJOI_04172	CDS	891				hypothetical protein
HFDHAJOI_04173	CDS	897	gltX_2	6.1.1.17		Glutamate--tRNA ligase
HFDHAJOI_04174	CDS	645	alkA_2	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
HFDHAJOI_04175	CDS	558				hypothetical protein
HFDHAJOI_04176	CDS	513	dsbB			Disulfide bond formation protein B
HFDHAJOI_04177	CDS	1533				hypothetical protein
HFDHAJOI_04178	CDS	486				hypothetical protein
HFDHAJOI_04179	tRNA	85				tRNA-Leu(caa)
HFDHAJOI_04180	CDS	492				hypothetical protein
HFDHAJOI_04181	CDS	1635	acsA_4	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
HFDHAJOI_04182	CDS	1272				hypothetical protein
HFDHAJOI_04183	CDS	1395				hypothetical protein
HFDHAJOI_04184	CDS	1206	mdoC	2.1.-.-		Glucans biosynthesis protein C
HFDHAJOI_04185	CDS	2697	secA		COG0653	Protein translocase subunit SecA
HFDHAJOI_04186	CDS	855	prsA	5.2.1.8		Foldase protein PrsA
HFDHAJOI_04187	CDS	1173	argJ			Arginine biosynthesis bifunctional protein ArgJ
HFDHAJOI_04188	CDS	774				hypothetical protein
HFDHAJOI_04189	CDS	414	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
HFDHAJOI_04190	CDS	321				hypothetical protein
HFDHAJOI_04191	CDS	174				hypothetical protein
HFDHAJOI_04192	CDS	885				hypothetical protein
HFDHAJOI_04193	CDS	549				hypothetical protein
HFDHAJOI_04194	CDS	255	grxC		COG0695	Glutaredoxin 3
HFDHAJOI_04195	CDS	858	nit1_1	3.5.1.128		Deaminated glutathione amidase
HFDHAJOI_04196	CDS	429				hypothetical protein
HFDHAJOI_04197	CDS	582				hypothetical protein
HFDHAJOI_04198	CDS	552				hypothetical protein
HFDHAJOI_04199	CDS	756	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
HFDHAJOI_04200	CDS	582				hypothetical protein
HFDHAJOI_04201	CDS	1377				hypothetical protein
HFDHAJOI_04202	CDS	2601	mprF_2	2.3.2.3		Phosphatidylglycerol lysyltransferase
HFDHAJOI_04203	CDS	1275		2.7.2.4	COG0527	Aspartate kinase
HFDHAJOI_04204	CDS	2268	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
HFDHAJOI_04205	CDS	1080	prfA		COG0216	Peptide chain release factor RF1
HFDHAJOI_04206	CDS	843	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HFDHAJOI_04207	CDS	759				hypothetical protein
HFDHAJOI_04208	CDS	2604	clpB			Chaperone protein ClpB
HFDHAJOI_04209	CDS	570				hypothetical protein
HFDHAJOI_04210	CDS	2052				hypothetical protein
HFDHAJOI_04211	tRNA	77				tRNA-Ile(gat)
HFDHAJOI_04212	tRNA	76				tRNA-Ala(tgc)
HFDHAJOI_04213	tRNA	77				tRNA-Met(cat)
HFDHAJOI_04214	CDS	1539				IS3 family transposase ISAtu3
HFDHAJOI_04215	CDS	1191	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
HFDHAJOI_04216	CDS	549				hypothetical protein
HFDHAJOI_04217	CDS	435				hypothetical protein
HFDHAJOI_04218	CDS	1413	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
HFDHAJOI_04219	CDS	717				hypothetical protein
HFDHAJOI_04220	CDS	924	lcdH	1.1.1.108		L-carnitine dehydrogenase
HFDHAJOI_04221	CDS	1443	ald_5	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
HFDHAJOI_04222	CDS	696				hypothetical protein
HFDHAJOI_04223	CDS	756	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
HFDHAJOI_04224	CDS	1440	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
HFDHAJOI_04225	CDS	1383	spuC_3	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
HFDHAJOI_04226	CDS	1371	puuA_4	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
HFDHAJOI_04227	CDS	1098	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFDHAJOI_04228	CDS	927				hypothetical protein
HFDHAJOI_04229	CDS	807	ydcV_7			Inner membrane ABC transporter permease protein YdcV
HFDHAJOI_04230	CDS	1029	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
HFDHAJOI_04231	CDS	1668	nfdA_3	3.5.1.91		N-substituted formamide deformylase
HFDHAJOI_04232	CDS	480				hypothetical protein
HFDHAJOI_04233	CDS	681				hypothetical protein
HFDHAJOI_04234	CDS	2175				hypothetical protein
HFDHAJOI_04235	CDS	549	sttH	3.5.2.19		Streptothricin hydrolase
HFDHAJOI_04236	CDS	732				hypothetical protein
HFDHAJOI_04237	CDS	972				hypothetical protein
HFDHAJOI_04238	CDS	1077	ttuC	1.1.1.93		putative tartrate dehydrogenase/decarboxylase TtuC
HFDHAJOI_04239	CDS	468				hypothetical protein
HFDHAJOI_04240	CDS	1506				hypothetical protein
HFDHAJOI_04241	CDS	1296	ttuD_2	1.1.1.81		Putative hydroxypyruvate reductase
HFDHAJOI_04242	CDS	2259	pfeA		COG4771	Ferric enterobactin receptor
HFDHAJOI_04243	CDS	1032	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
HFDHAJOI_04244	CDS	894				hypothetical protein
HFDHAJOI_04245	CDS	1470	trpD_2	2.4.2.18		Anthranilate phosphoribosyltransferase
HFDHAJOI_04246	CDS	918	yclQ_2		COG4607	Petrobactin-binding protein YclQ
HFDHAJOI_04247	CDS	978	yclN_2		COG4606	Petrobactin import system permease protein YclN
HFDHAJOI_04248	CDS	969	yclO_2		COG4605	Petrobactin import system permease protein YclO
HFDHAJOI_04249	CDS	756	yclP_2	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
HFDHAJOI_04250	CDS	792		1.1.1.119	COG1028	Glucose 1-dehydrogenase
HFDHAJOI_04251	CDS	1245				hypothetical protein
HFDHAJOI_04252	CDS	933	thrB_2	2.7.1.39		Homoserine kinase
HFDHAJOI_04253	CDS	1278	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
HFDHAJOI_04254	CDS	1500				hypothetical protein
HFDHAJOI_04255	CDS	540				hypothetical protein
HFDHAJOI_04256	CDS	936				hypothetical protein
HFDHAJOI_04257	CDS	798	pcaR_2		COG1414	Pca regulon regulatory protein
HFDHAJOI_04258	CDS	1482	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
HFDHAJOI_04259	CDS	648				hypothetical protein
HFDHAJOI_04260	CDS	1353	spuC_4	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
HFDHAJOI_04261	CDS	519				hypothetical protein
HFDHAJOI_04262	CDS	393	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
HFDHAJOI_04263	CDS	1515	puuC_2	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
HFDHAJOI_04264	CDS	981	bphC	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
HFDHAJOI_04265	CDS	1455	davD_2	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
HFDHAJOI_04266	CDS	873	yisK		COG0179	putative protein YisK
HFDHAJOI_04267	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
HFDHAJOI_04268	CDS	807	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
HFDHAJOI_04269	CDS	957	feaR		COG2207	Transcriptional activator FeaR
HFDHAJOI_04270	CDS	1407	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
HFDHAJOI_04271	CDS	1593	alkJ_5	1.1.99.-		Alcohol dehydrogenase [acceptor]
HFDHAJOI_04272	CDS	1257				hypothetical protein
HFDHAJOI_04273	CDS	876				hypothetical protein
HFDHAJOI_04274	CDS	1026				hypothetical protein
HFDHAJOI_04275	CDS	714	lptB_4	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HFDHAJOI_04276	CDS	708	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HFDHAJOI_04277	CDS	876	rhaR_3			HTH-type transcriptional activator RhaR
HFDHAJOI_04278	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
HFDHAJOI_04279	CDS	513	rutF_4	1.5.1.42	COG1853	FMN reductase (NADH) RutF
HFDHAJOI_04280	CDS	1686				hypothetical protein
HFDHAJOI_04281	CDS	978			COG1840	putative protein
HFDHAJOI_04282	CDS	1095	btuD_12	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFDHAJOI_04283	CDS	117				hypothetical protein
HFDHAJOI_04284	CDS	1467	alsT		COG1115	Amino-acid carrier protein AlsT
HFDHAJOI_04285	CDS	504				hypothetical protein
HFDHAJOI_04286	CDS	3231	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
HFDHAJOI_04287	CDS	1245				hypothetical protein
HFDHAJOI_04288	CDS	1032	lsrB_2			Autoinducer 2-binding protein LsrB
HFDHAJOI_04289	CDS	1020	lsrD_2			Autoinducer 2 import system permease protein LsrD
HFDHAJOI_04290	CDS	1026	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
HFDHAJOI_04291	CDS	1503	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
HFDHAJOI_04292	CDS	948	lsrR		COG2390	Transcriptional regulator LsrR
HFDHAJOI_04293	CDS	1563	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
HFDHAJOI_04294	CDS	306	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
HFDHAJOI_04295	CDS	783	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HFDHAJOI_04296	CDS	930	araD	4.2.1.43		L-2-keto-3-deoxyarabonate dehydratase
HFDHAJOI_04297	CDS	1461	triA	3.5.4.45		Melamine deaminase
HFDHAJOI_04298	CDS	1470	gsiB_1		COG0747	Glutathione-binding protein GsiB
HFDHAJOI_04299	CDS	1029	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
HFDHAJOI_04300	CDS	981	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
HFDHAJOI_04301	CDS	873	oppC		COG1173	Oligopeptide transport system permease protein OppC
HFDHAJOI_04302	CDS	966	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
HFDHAJOI_04303	CDS	1569	gsiB_2		COG0747	Glutathione-binding protein GsiB
HFDHAJOI_04304	CDS	396				hypothetical protein
HFDHAJOI_04305	CDS	1380	lhyD	3.5.2.-		L-hydantoinase
HFDHAJOI_04306	CDS	660	hyuA_2	5.1.99.5		Hydantoin racemase
HFDHAJOI_04307	CDS	708				hypothetical protein
HFDHAJOI_04308	CDS	378				hypothetical protein
HFDHAJOI_04309	CDS	507				hypothetical protein
HFDHAJOI_04310	CDS	1044	gntR_3			HTH-type transcriptional regulator GntR
HFDHAJOI_04311	CDS	492	yiaM_2		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
HFDHAJOI_04312	CDS	1281	siaM_4		COG1593	Sialic acid TRAP transporter large permease protein SiaM
HFDHAJOI_04313	CDS	975	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
HFDHAJOI_04314	CDS	1017	gntR_4			HTH-type transcriptional regulator GntR
HFDHAJOI_04315	CDS	336				hypothetical protein
HFDHAJOI_04316	CDS	888	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
HFDHAJOI_04317	CDS	498	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
HFDHAJOI_04318	CDS	756	gno	1.1.1.-		Gluconate 5-dehydrogenase
HFDHAJOI_04319	CDS	948		1.1.1.215	COG1052	2-ketogluconate reductase
HFDHAJOI_04320	CDS	1035	idnD_2	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
HFDHAJOI_04321	CDS	891	gnl_3	3.1.1.17		Gluconolactonase
HFDHAJOI_04322	CDS	996	gntR_5			HTH-type transcriptional regulator GntR
HFDHAJOI_04323	CDS	1494	fruK_3	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
HFDHAJOI_04324	CDS	1023	lsrD_3			Autoinducer 2 import system permease protein LsrD
HFDHAJOI_04325	CDS	1089				hypothetical protein
HFDHAJOI_04326	CDS	429				hypothetical protein
HFDHAJOI_04327	CDS	1026	degA_1		COG1609	HTH-type transcriptional regulator DegA
HFDHAJOI_04328	CDS	2325		3.2.1.40		Alpha-L-rhamnosidase
HFDHAJOI_04329	CDS	1275	msmE		COG1653	Multiple sugar-binding protein
HFDHAJOI_04330	CDS	864	melD_6		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
HFDHAJOI_04331	CDS	825	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
HFDHAJOI_04332	CDS	981	malK_7	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
HFDHAJOI_04333	CDS	1284			COG0683	Leu/Ile/Val-binding protein 
HFDHAJOI_04334	CDS	1047	yhdN_2	1.1.1.-	COG0667	Aldo-keto reductase YhdN
HFDHAJOI_04335	CDS	351				hypothetical protein
HFDHAJOI_04336	CDS	714	mcbR_4		COG1802	HTH-type transcriptional regulator McbR
HFDHAJOI_04337	CDS	813	lptB_5	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HFDHAJOI_04338	CDS	747	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HFDHAJOI_04339	CDS	912	livH_4		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HFDHAJOI_04340	CDS	960				hypothetical protein
HFDHAJOI_04341	CDS	1461	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
HFDHAJOI_04342	CDS	1431		3.5.2.-		D-hydantoinase
HFDHAJOI_04343	CDS	1272	csd_2	2.8.1.7		putative cysteine desulfurase
HFDHAJOI_04344	CDS	750	glnQ_2			Glutamine transport ATP-binding protein GlnQ
HFDHAJOI_04345	CDS	672	yecS		COG0765	L-cystine transport system permease protein YecS
